CompoundName,MixerLine,material_system,phase_route,system_route_branch,recipe_maturity_level,recipe_history_n_batches,similar_recipe_count,similar_recipe_list,similarity_score,cold_start_strategy,recommendation_readiness,safe_bounds_match_level,safe_bound_status,route_stage_status,recommendation_status,confidence_label,ood_flag,model_based_saving_pct,shadow_actual_saving_pct,recommended_DryMixing_Duration,recommended_WetMixing_Duration,recommended_PID_Duration,recommended_BottomMixing_Duration,delta_DryMixing_Duration,delta_WetMixing_Duration,delta_PID_Duration,delta_BottomMixing_Duration
M1-A00205W4-- 01 001,MB02,CarbonBlack,OilWet,CarbonBlack_OilWet,L1_SIMILAR_RECIPE_REFERENCE,9,5,M1-A00205W3-- 03 002;M1-A00205W3-- 03 003;M1-B00163RT-- 01 001;M1-B00163RT-- 01 002;M1-B00163R4-- 01 003,0.975,INTERSECT_BRANCH_SIMILAR_RECIPE_ENGINEERING_BOUNDS,REFERENCE_ONLY,EXACT_RECIPE_MIXER_ROUTE,WITHIN_SAFE_BOUNDS,VALID_ROUTE_STAGES,NO_VALID_CANDIDATE,LOW,True,0.0,4.42,52.0,5.0,0.0,78.0,0.0,0.0,0.0,0.0
M1-A00205W4-- 01 001,MB02,CarbonBlack,OilWet,CarbonBlack_OilWet,L1_SIMILAR_RECIPE_REFERENCE,9,5,M1-A00205W3-- 03 002;M1-A00205W3-- 03 003;M1-B00163RT-- 01 001;M1-B00163RT-- 01 002;M1-B00163R4-- 01 003,0.975,INTERSECT_BRANCH_SIMILAR_RECIPE_ENGINEERING_BOUNDS,REFERENCE_ONLY,EXACT_RECIPE_MIXER_ROUTE,WITHIN_SAFE_BOUNDS,VALID_ROUTE_STAGES,NO_VALID_CANDIDATE,LOW,True,0.0,4.87,51.0,5.0,0.0,78.0,0.0,0.0,0.0,0.0
M1-B00163XM-- 02 003,MB02,CarbonBlack,OilWet,CarbonBlack_OilWet,L1_SIMILAR_RECIPE_REFERENCE,4,5,M1-B00163R4-- 01 004;M1-B00163XV-- 01 001;M1-B00163R4-- 01 003;M1-B00163XV-- 01 002;M1-B00163XV-- 01 003,0.93,INTERSECT_BRANCH_SIMILAR_RECIPE_ENGINEERING_BOUNDS,REFERENCE_ONLY,EXACT_RECIPE_MIXER_ROUTE,NOT_CHECKED,ZERO_EFFECTIVE_DURATIONS,NO_VALID_CANDIDATE,MEDIUM,False,0.0,-0.4,50.0,5.0,0.0,36.0,0.0,0.0,0.0,0.0
M1-B00163XM-- 02 003,MB02,CarbonBlack,OilWet,CarbonBlack_OilWet,L1_SIMILAR_RECIPE_REFERENCE,4,5,M1-B00163R4-- 01 004;M1-B00163XV-- 01 001;M1-B00163R4-- 01 003;M1-B00163XV-- 01 002;M1-B00163XV-- 01 003,0.93,INTERSECT_BRANCH_SIMILAR_RECIPE_ENGINEERING_BOUNDS,REFERENCE_ONLY,EXACT_RECIPE_MIXER_ROUTE,NOT_CHECKED,ZERO_EFFECTIVE_DURATIONS,NO_VALID_CANDIDATE,HIGH,False,0.0,-4.53,50.0,31.0,0.0,35.0,0.0,0.0,0.0,0.0
M1-S08156B1-- 01 004,ML07,Silica,OilWet,Silica_OilWet,L1_SIMILAR_RECIPE_REFERENCE,1,5,M1-S08156B1-- 01 003;M1-S08156---- 20 001;M1-S08156B1-- 01 005;M1-T05073XV-- 01 001;M1-T05073---- 06 007,0.998,INTERSECT_BRANCH_SIMILAR_RECIPE_ENGINEERING_BOUNDS,REFERENCE_ONLY,EXACT_RECIPE_MIXER_ROUTE,WITHIN_SAFE_BOUNDS,VALID_ROUTE_STAGES,NO_VALID_CANDIDATE,HIGH,False,0.0,-4.89,0.0,44.0,16.0,25.0,0.0,0.0,0.0,0.0
M1-S08156B1-- 01 004,ML07,Silica,OilWet,Silica_OilWet,L1_SIMILAR_RECIPE_REFERENCE,1,5,M1-S08156B1-- 01 003;M1-S08156---- 20 001;M1-S08156B1-- 01 005;M1-T05073XV-- 01 001;M1-T05073---- 06 007,0.994,INTERSECT_BRANCH_SIMILAR_RECIPE_ENGINEERING_BOUNDS,REFERENCE_ONLY,EXACT_RECIPE_MIXER_ROUTE,WITHIN_SAFE_BOUNDS,VALID_ROUTE_STAGES,NO_VALID_CANDIDATE,HIGH,False,0.0,0.62,0.0,40.0,15.0,46.0,0.0,0.0,0.0,0.0
M1-S08156B1-- 01 004,ML07,Silica,OilWet,Silica_OilWet,L1_SIMILAR_RECIPE_REFERENCE,1,5,M1-S08156B1-- 01 003;M1-S08156---- 20 001;M1-S08156B1-- 01 005;M1-T05073XV-- 01 001;M1-T05073---- 06 007,0.994,INTERSECT_BRANCH_SIMILAR_RECIPE_ENGINEERING_BOUNDS,REFERENCE_ONLY,EXACT_RECIPE_MIXER_ROUTE,WITHIN_SAFE_BOUNDS,VALID_ROUTE_STAGES,NO_VALID_CANDIDATE,HIGH,False,0.0,-2.88,0.0,43.0,17.0,46.0,0.0,0.0,0.0,0.0
M1-T00011B2-- 23 003,ML10,Silica,OilWet,Silica_OilWet,L1_SIMILAR_RECIPE_REFERENCE,1,5,M1-T00011B2-- 23 005;M1-T00011-M-- 01 004;M1-T00011B2-- 23 006;M1-T00011-M-- 01 003;M1-T01139-M-- 01 003,0.993,INTERSECT_BRANCH_SIMILAR_RECIPE_ENGINEERING_BOUNDS,REFERENCE_ONLY,EXACT_RECIPE_MIXER_ROUTE,WITHIN_SAFE_BOUNDS,VALID_ROUTE_STAGES,NO_VALID_CANDIDATE,HIGH,False,0.0,10.01,0.0,8.0,45.0,93.0,0.0,0.0,0.0,0.0
M1-A06441R1-- 04 001,MB02,CarbonBlack,OilWet,CarbonBlack_OilWet,L1_SIMILAR_RECIPE_REFERENCE,5,5,M1-A06441R2-- 01 005;M1-R00037W9-- 03 001;M1-A00268R2-- 05 001;M1-A00268R2-- 05 006;M1-A00268R2-- 05 003,0.98,INTERSECT_BRANCH_SIMILAR_RECIPE_ENGINEERING_BOUNDS,REFERENCE_ONLY,EXACT_RECIPE_MIXER_ROUTE,WITHIN_SAFE_BOUNDS,VALID_ROUTE_STAGES,NO_VALID_CANDIDATE,MEDIUM,False,0.0,-10.71,48.0,29.0,0.0,104.0,0.0,0.0,0.0,0.0
M1-B00460B--- 04 009,ML10,CarbonBlack,OilWet,CarbonBlack_OilWet,L1_SIMILAR_RECIPE_REFERENCE,2,5,M1-B00460B--- 04 007;M1-B00460XP-- 02 001;M1-B00460B--- 04 002;M1-B00460-M-- 01 003;M1-B00460B--- 04 001,0.982,INTERSECT_BRANCH_SIMILAR_RECIPE_ENGINEERING_BOUNDS,REFERENCE_ONLY,EXACT_RECIPE_MIXER_ROUTE,NOT_CHECKED,ZERO_EFFECTIVE_DURATIONS,NO_VALID_CANDIDATE,LOW,True,0.0,-3.74,24.0,29.0,0.0,137.0,0.0,0.0,0.0,0.0
M1-B00460B--- 04 009,ML10,CarbonBlack,OilWet,CarbonBlack_OilWet,L1_SIMILAR_RECIPE_REFERENCE,2,5,M1-B00460XP-- 02 001;M1-B00460B--- 04 007;M1-B00460B--- 04 002;M1-B00460-M-- 01 003;M1-B00460B--- 04 001,0.981,INTERSECT_BRANCH_SIMILAR_RECIPE_ENGINEERING_BOUNDS,REFERENCE_ONLY,EXACT_RECIPE_MIXER_ROUTE,NOT_CHECKED,ZERO_EFFECTIVE_DURATIONS,NO_VALID_CANDIDATE,LOW,True,0.0,-5.34,24.0,31.0,0.0,138.0,0.0,0.0,0.0,0.0
M1-T19327---- 01 003,ML07,Silica,OilWet,Silica_OilWet,L1_SIMILAR_RECIPE_REFERENCE,1,5,M1-T19327---- 01 004;M1-T19327---- 01 005;M1-T15611W2-- 01 001;M1-T15760---- 08 001;M1-T16455---- 06 001,0.982,INTERSECT_BRANCH_SIMILAR_RECIPE_ENGINEERING_BOUNDS,REFERENCE_ONLY,EXACT_RECIPE_MIXER_ROUTE,NOT_CHECKED,ZERO_EFFECTIVE_DURATIONS,NO_VALID_CANDIDATE,LOW,False,0.0,9.31,0.0,83.0,85.0,81.0,0.0,0.0,0.0,0.0
M1-T19327---- 01 003,ML07,Silica,OilWet,Silica_OilWet,L1_SIMILAR_RECIPE_REFERENCE,1,5,M1-T19327---- 01 004;M1-T19327---- 01 005;M1-T15611W2-- 01 001;M1-T15760---- 08 001;M1-T16455---- 06 001,0.982,INTERSECT_BRANCH_SIMILAR_RECIPE_ENGINEERING_BOUNDS,REFERENCE_ONLY,EXACT_RECIPE_MIXER_ROUTE,NOT_CHECKED,ZERO_EFFECTIVE_DURATIONS,NO_VALID_CANDIDATE,LOW,True,0.0,7.76,0.0,81.0,80.0,81.0,0.0,0.0,0.0,0.0
M1-B00460B--- 04 009,ML10,CarbonBlack,OilWet,CarbonBlack_OilWet,L1_SIMILAR_RECIPE_REFERENCE,2,5,M1-B00460B--- 04 007;M1-B00460B--- 04 002;M1-B00460B--- 04 001;M1-B00460XP-- 02 001;M1-B00460B--- 04 004,0.987,INTERSECT_BRANCH_SIMILAR_RECIPE_ENGINEERING_BOUNDS,REFERENCE_ONLY,EXACT_RECIPE_MIXER_ROUTE,NOT_CHECKED,ZERO_EFFECTIVE_DURATIONS,NO_VALID_CANDIDATE,LOW,True,0.0,-3.13,24.0,34.0,0.0,136.0,0.0,0.0,0.0,0.0
M1-B00163---- 08 008,MB02,CarbonBlack,OilWet,CarbonBlack_OilWet,L1_SIMILAR_RECIPE_REFERENCE,1,5,M1-B00163---- 08 005;M1-B00163---- 08 007;M1-B00163XV-- 01 003;M1-B00163XV-- 01 004;M1-B00163XV-- 01 002,0.913,INTERSECT_BRANCH_SIMILAR_RECIPE_ENGINEERING_BOUNDS,REFERENCE_ONLY,EXACT_RECIPE_MIXER_ROUTE,WITHIN_SAFE_BOUNDS,VALID_ROUTE_STAGES,NO_VALID_CANDIDATE,HIGH,False,0.0,-0.03,34.0,36.0,0.0,115.0,0.0,0.0,0.0,0.0
M1-R00037---- 12 001,MB03,CarbonBlack,OilWet,CarbonBlack_OilWet,L1_SIMILAR_RECIPE_REFERENCE,1,5,M1-R00037W9-- 01 001;M1-R00037W9-- 01 002;M1-R00037W9-- 01 004;M1-R00037XE-- 02 005;M1-A16404B--- 01 002,0.994,INTERSECT_BRANCH_SIMILAR_RECIPE_ENGINEERING_BOUNDS,REFERENCE_ONLY,EXACT_RECIPE_MIXER_ROUTE,NOT_CHECKED,ZERO_EFFECTIVE_DURATIONS,NO_VALID_CANDIDATE,LOW,False,0.0,2.82,29.0,19.0,0.0,160.0,0.0,0.0,0.0,0.0
M1-R00037---- 12 001,MB03,CarbonBlack,OilWet,CarbonBlack_OilWet,L1_SIMILAR_RECIPE_REFERENCE,1,5,M1-R00037W9-- 01 001;M1-R00037W9-- 01 002;M1-R00037W9-- 01 004;M1-R00037XE-- 02 005;M1-A16404B--- 01 002,0.995,INTERSECT_BRANCH_SIMILAR_RECIPE_ENGINEERING_BOUNDS,REFERENCE_ONLY,EXACT_RECIPE_MIXER_ROUTE,NOT_CHECKED,ZERO_EFFECTIVE_DURATIONS,NO_VALID_CANDIDATE,LOW,False,0.0,0.81,38.0,16.0,0.0,160.0,0.0,0.0,0.0,0.0
M1-R00037---- 12 001,MB03,CarbonBlack,OilWet,CarbonBlack_OilWet,L1_SIMILAR_RECIPE_REFERENCE,1,5,M1-R00037W9-- 01 001;M1-R00037W9-- 01 002;M1-R00037W9-- 01 004;M1-R00037XE-- 02 005;M1-A16404B--- 01 002,0.996,INTERSECT_BRANCH_SIMILAR_RECIPE_ENGINEERING_BOUNDS,REFERENCE_ONLY,EXACT_RECIPE_MIXER_ROUTE,NOT_CHECKED,ZERO_EFFECTIVE_DURATIONS,NO_VALID_CANDIDATE,LOW,False,0.0,0.95,39.0,16.0,0.0,160.0,0.0,0.0,0.0,0.0
M1-C10430---- 05 005,MB03,CarbonBlack,NoOilDry,CarbonBlack_NoOilDry,L1_SIMILAR_RECIPE_REFERENCE,2,5,M1-C10430---- 05 004;M1-C10430---- 05 003;M1-A03405R3-- 04 004;M1-A03405R3-- 04 003;M1-A03405X--- 01 001,0.979,INTERSECT_BRANCH_SIMILAR_RECIPE_ENGINEERING_BOUNDS,REFERENCE_ONLY,EXACT_RECIPE_MIXER_ROUTE,NOT_CHECKED,ZERO_EFFECTIVE_DURATIONS,NO_VALID_CANDIDATE,LOW,False,0.0,13.75,68.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0
M1-C10430---- 05 005,MB03,CarbonBlack,NoOilDry,CarbonBlack_NoOilDry,L1_SIMILAR_RECIPE_REFERENCE,2,5,M1-C10430---- 05 004;M1-C10430---- 05 003;M1-A03405R3-- 04 004;M1-A03405R3-- 04 003;M1-A03405X--- 01 001,0.979,INTERSECT_BRANCH_SIMILAR_RECIPE_ENGINEERING_BOUNDS,REFERENCE_ONLY,EXACT_RECIPE_MIXER_ROUTE,NOT_CHECKED,ZERO_EFFECTIVE_DURATIONS,NO_VALID_CANDIDATE,LOW,False,0.0,11.39,67.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0
M1-C10430---- 05 005,MB03,CarbonBlack,NoOilDry,CarbonBlack_NoOilDry,L1_SIMILAR_RECIPE_REFERENCE,2,5,M1-C10430---- 05 004;M1-C10430---- 05 003;M1-A03405R3-- 04 004;M1-A03405R3-- 04 003;M1-A03405X--- 01 001,0.979,INTERSECT_BRANCH_SIMILAR_RECIPE_ENGINEERING_BOUNDS,REFERENCE_ONLY,EXACT_RECIPE_MIXER_ROUTE,NOT_CHECKED,ZERO_EFFECTIVE_DURATIONS,NO_VALID_CANDIDATE,LOW,False,0.0,9.08,77.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0
M1-T26104---- 06 003,ML09,Silica,NoOilDry,Silica_NoOilDry,L1_SIMILAR_RECIPE_REFERENCE,4,5,M1-T26104---- 06 002;M1-T26104---- 06 001;M1-T25045---- 08 005;M1-T13127---- 16 004;M1-T19808---- 01 001,0.961,INTERSECT_BRANCH_SIMILAR_RECIPE_ENGINEERING_BOUNDS,REFERENCE_ONLY,EXACT_RECIPE_MIXER_ROUTE,NOT_CHECKED,ZERO_EFFECTIVE_DURATIONS,NO_VALID_CANDIDATE,HIGH,False,0.0,-26.82,114.0,0.0,26.0,68.0,0.0,0.0,0.0,0.0
M1-T26104---- 06 003,ML09,Silica,NoOilDry,Silica_NoOilDry,L1_SIMILAR_RECIPE_REFERENCE,4,5,M1-T26104---- 06 002;M1-T26104---- 06 001;M1-T25045---- 08 005;M1-T13127---- 16 004;M1-T19808---- 01 001,0.968,INTERSECT_BRANCH_SIMILAR_RECIPE_ENGINEERING_BOUNDS,REFERENCE_ONLY,EXACT_RECIPE_MIXER_ROUTE,NOT_CHECKED,ZERO_EFFECTIVE_DURATIONS,NO_VALID_CANDIDATE,LOW,False,0.0,-16.67,117.0,0.0,26.0,223.0,0.0,0.0,0.0,0.0
M1-T26104---- 06 003,ML09,Silica,NoOilDry,Silica_NoOilDry,L1_SIMILAR_RECIPE_REFERENCE,4,5,M1-T26104---- 06 002;M1-T26104---- 06 001;M1-T25045---- 08 005;M1-T13127---- 16 004;M1-T19808---- 01 001,0.968,INTERSECT_BRANCH_SIMILAR_RECIPE_ENGINEERING_BOUNDS,REFERENCE_ONLY,EXACT_RECIPE_MIXER_ROUTE,NOT_CHECKED,ZERO_EFFECTIVE_DURATIONS,NO_VALID_CANDIDATE,LOW,False,0.0,7.32,111.0,0.0,27.0,72.0,0.0,0.0,0.0,0.0
